,type,url,review_rating,film_name,no_of_reviewer
805,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,Snow White and the Seven Dwarfs (1937),54
806,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,E.T. The Extra-Terrestrial (1982),133
807,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,Incredibles 2 (2018),387
808,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,99%,Paddington 2 (2018),246
809,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,Up (2009),298
810,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,Toy Story 3 (2010),309
811,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,100%,Toy Story 2 (1999),169
812,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,100%,Pinocchio (1940),56
813,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,99%,Finding Nemo (2003),269
814,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,94%,The Jungle Book (2016),326
815,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,96%,Harry Potter and the Deathly Hallows - Part 2 (2011),331
816,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,96%,The LEGO Movie (2014),253
817,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,95%,Moana (2016),283
818,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,94%,It's a Wonderful Life (1946),87
819,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,100%,Toy Story (1995),91
820,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,99%,How to Train Your Dragon (2010),212
821,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,Dumbo (1941),43
822,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,96%,Ratatouille (2007),251
823,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,The Princess Bride (1987),80
824,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,99%,My Life as a Zucchini (Ma vie de courgette) (2017),137
825,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,97%,The Incredibles (2004),248
826,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,96%,Miracle on 34th Street (1947),48
827,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,101 Dalmatians (1961),52
828,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,90%,The Lego Batman Movie (2017),313
829,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,97%,Chicken Run (2000),172
830,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,94%,Beauty and the Beast (1991),118
831,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,97%,Paddington (2015),163
832,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,95%,The Nightmare Before Christmas (1993),97
833,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,96%,"Monsters, Inc. (2001)",198
834,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,88%,Onward (2020),337
835,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,97%,Big (1988),75
836,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,97%,Spirited Away (2002),192
837,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,99%,Song Of The Sea (2014),97
838,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,96%,The Iron Giant (1999),142
839,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,95%,Fantasia (1940),56
840,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,95%,The Muppets (2011),229
841,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,The Lion King (1994),130
842,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,97%,Who Framed Roger Rabbit (1988),66
843,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,90%,How to Train Your Dragon: The Hidden World (2019),271
844,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,97%,Babe (1995),70
845,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,95%,Yellow Submarine (1968),60
846,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,95%,Wallace & Gromit: The Curse of the Were-Rabbit (2005),184
847,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,96%,Mary Poppins (1964),55
848,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,Fantastic Mr. Fox (2009),245
849,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,98%,Kiki's Delivery Service (1989),42
850,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,95%,My Fair Lady (1964),61
851,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,95%,Aladdin (1992),74
852,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,Hugo (2011),230
853,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,90%,Frozen (2013),250
854,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,88%,Ralph Breaks the Internet (2018),274
855,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,Enchanted (2007),192
856,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,95%,The Straight Story (1999),104
857,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,90%,Big Hero 6 (2014),227
858,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,90%,Coraline (2009),270
859,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,95%,The Breadwinner (2017),105
860,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,The Little Mermaid (1989),71
861,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,96%,The Secret of Roan Inish (1995),45
862,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,91%,How to Train Your Dragon 2 (2014),188
863,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,Lady and the Tramp (1955),43
864,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,90%,The Kid Who Would Be King (2019),191
865,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,Princess Mononoke (Mononoke-hime) (1999),112
866,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,94%,My Neighbor Totoro (1988),54
867,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,90%,Harry Potter and the Prisoner of Azkaban (2004),259
868,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,88%,Pete's Dragon (2016),245
869,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,90%,Bambi (1942),52
870,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,86%,A Monster Calls (2017),267
871,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,92%,Arthur Christmas (2011),169
872,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,Spy Kids (2001),129
873,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,92%,Antz (1998),93
874,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,94%,L'Heure d'été (Summer Hours) (2009),106
875,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,88%,Harry Potter and the Goblet of Fire (2005),255
876,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,92%,A Bug's Life (1998),88
877,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,89%,How Green Was My Valley (1941),47
878,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,91%,Ponyo (2009),172
879,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,91%,Willy Wonka and the Chocolate Factory (1971),53
880,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,94%,Klaus (2019),70
881,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,91%,Teen Titans Go! To the Movies (2018),133
882,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,That Thing You Do! (1996),59
883,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,89%,Tangled (2010),227
884,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,89%,Shrek 2 (2004),237
885,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,89%,ParaNorman (2012),186
886,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,The Witches (1990),43
887,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,First Position (2012),76
888,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,88%,Shrek (2001),208
889,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,91%,James and the Giant Peach (1996),74
890,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,88%,Rango (2011),222
891,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,Lassie (2006),70
892,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,93%,Duma (2005),61
893,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,87%,The Peanuts Movie (2015),197
894,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,87%,Kung Fu Panda (2008),190
895,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,87%,Wreck-it Ralph (2012),189
896,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,89%,Jason and the Argonauts (1963),45
897,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,89%,Sleeping Beauty (1959),46
898,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,89%,A Christmas Story (1983),57
899,Top 100 Kids & Family Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_kids__family_movies/,90%,Winnie the Pooh (2011),131
900,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,99%,The Wizard of Oz (1939),145
901,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,97%,A Night at the Opera (1935),69
902,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,100%,Singin' in the Rain (1952),67
903,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,96%,An American in Paris (1951),94
904,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,91%,La La Land (2016),465
905,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,A Hard Day's Night (1964),110
906,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,100%,Top Hat (1935),42
907,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,100%,Pinocchio (1940),56
908,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,97%,The Red Shoes (1948),60
909,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,99%,The Umbrellas of Cherbourg (Les Parapluies de Cherbourg) (1964),67
910,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,99%,Amazing Grace (2019),160
911,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,97%,Hamilton (2020),199
912,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,Gentlemen Prefer Blondes (1953),45
913,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,99%,20 Feet From Stardom (2013),128
914,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Amy (2015),225
915,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,David Byrne's American Utopia (2020),135
916,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,94%,Beauty and the Beast (1991),118
917,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Sing Street (2016),212
918,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Stormy Weather (1943),41
919,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,96%,The Blue Angel (Der Blaue Engel) (1930),45
920,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,The Last Waltz (1978),50
921,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,100%,Stop Making Sense (1984),41
922,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,100%,The Decline of Western Civilization (1981),40
923,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Fantasia (1940),56
924,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,The Young Girls of Rochefort (Les Demoiselles de Rochefort) (1968),44
925,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,A Star Is Born (1954),42
926,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,Anvil! The Story of Anvil (2009),140
927,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,97%,Once (2007),159
928,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,93%,The Lion King (1994),130
929,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,100%,Waste Land (2010),71
930,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,94%,Some Like It Hot (1959),66
931,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,100%,Afghan Star (2009),62
932,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,97%,What's Love Got To Do With It? (1993),58
933,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Yellow Submarine (1968),60
934,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,96%,Mary Poppins (1964),55
935,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,93%,Amadeus (1984),100
936,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,96%,We Are the Best! (2014),137
937,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,100%,Sound City (2013),46
938,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,My Fair Lady (1964),61
939,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,100%,Everyday Sunshine: The Story of Fishbone (2011),47
940,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,99%,Bill Cunningham New York (2011),74
941,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,Hairspray (1988),42
942,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,99%,Rivers and Tides: Andy Goldsworthy Working With Time (2002),71
943,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Aladdin (1992),74
944,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,97%,Muscle Shoals (2013),87
945,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,91%,West Side Story (1961),79
946,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Searching for Sugar Man (2012),133
947,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,Homecoming: A Film by Beyoncé (2019),55
948,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,Beware Of Mr. Baker (2012),53
949,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,96%,Exit Through The Gift Shop (2010),115
950,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,Keep On Keepin' On (2014),43
951,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,94%,Johnny Guitar (1954),47
952,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Marley (2012),114
953,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,98%,"Du Levande (You, The Living) (2007)",42
954,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,96%,The Full Monty (1997),50
955,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,97%,49 Up (2006),65
956,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,91%,Hairspray (2007),221
957,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,89%,Straight Outta Compton (2015),247
958,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,93%,The Little Mermaid (1989),71
959,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,91%,Nashville (1975),70
960,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,96%,Les Plages d'Agnès (The Beaches of Agnes) (2008),72
961,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,93%,Cabaret (1972),43
962,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,"20,000 Days on Earth (2014)",88
963,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Pina (2011),106
964,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,94%,Wordplay (2006),123
965,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,96%,Festival Express (2003),80
966,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Born Into Brothels (2004),108
967,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,93%,Funny Girl (1968),45
968,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,89%,Love & Mercy (2015),218
969,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Crumb (1995),42
970,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,The Wrecking Crew (2015),73
971,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,96%,Marina Abramovic: The Artist Is Present (2012),47
972,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,90%,Crazy Heart (2009),212
973,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,82%,Judy (2019),339
974,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,96%,Los Angeles Plays Itself (2003),45
975,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,94%,Lost in La Mancha (2003),101
976,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Lagaan: Once Upon a Time in India (2001),61
977,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,91%,Willy Wonka and the Chocolate Factory (1971),53
978,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,94%,My Kid Could Paint That (2007),83
979,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,End of the Century: The Story of the Ramones (2004),62
980,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,94%,Black Is King (2020),65
981,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,92%,Dave Chappelle's Block Party (2006),128
982,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,91%,The Sapphires (2013),138
983,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,89%,Tangled (2010),227
984,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,87%,Florence Foster Jenkins (2016),230
985,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,Sing Your Song (2012),40
986,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,95%,The Filth and the Fury (2000),40
987,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,92%,Hedwig and the Angry Inch (2001),117
988,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,94%,A Band Called Death (2013),53
989,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,93%,My Architect (2004),91
990,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,87%,Black Orpheus (Orfeu Negro) (1959),70
991,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,92%,Every Little Step (2009),96
992,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,92%,U2 3D (2007),88
993,Top 100 Musical & Performing Arts Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_musical__performing_arts_movies/,88%,Five Easy Pieces (1970),51
